"tourney_id","rank_P_1","rank_P_2","match_num","tourney_date_P_1","id_P_1","id_P_2","name_P_1","name_P_2","tourney_name","Win_P_1"
"2019-6932",47,114,278,20190218,111797,106148,"Nicolas Jarry","Roberto Carballes Baena","Rio de Janeiro",0
"2018-0311",26,22,294,20180618,105173,104925,"Adrian Mannarino","Novak Djokovic","Queen's Club",0
"2020-M056",55,33,289,20200113,122330,105554,"Alexander Bublik","Daniel Evans","Adelaide",0
"2019-0314",13,49,297,20190722,105138,105311,"Roberto Bautista Agut","Joao Sousa","Gstaad",0
"2018-M007",96,33,252,20180319,105357,105453,"John Millman","Kei Nishikori","Miami Masters",0
"2018-M035",94,101,267,20180730,105575,105065,"Ricardas Berankis","Tim Smyczek","Washington",0
"2022-1536",34,60,259,20220502,106234,105676,"Aslan Karatsev","David Goffin","Madrid Masters",0
"2022-9663",59,61,280,20220110,200615,124079,"Alexei Popyrin","Pedro Martinez","Sydney",0
"2019-7581",42,63,280,20190923,105430,105807,"Radu Albot","Pablo Carreno Busta","Chengdu",0
"2019-9158",116,71,279,20190204,106198,105077,"Hugo Dellien","Albert Ramos","Cordoba",0
"2020-M024",21,6,288,20200824,104545,126774,"John Isner","Stefanos Tsitsipas","Cincinnati Masters",0
"2018-7650",99,103,275,20180625,111442,106210,"Jordan Thompson","Jiri Vesely","Antalya",0
"2019-M035",101,172,264,20190729,104291,117360,"Malek Jaziri","Marc Polmans","Washington",0
"2019-0319",158,326,280,20190729,104198,106075,"Guillermo Garcia Lopez","Jozef Kovalik","Kitzbuhel",0
"2019-M015",65,72,280,20190930,106065,104871,"Marco Cecchinato","Jeremy Chardy","Beijing",0
"2020-580",87,29,128,20200120,126952,105932,"Soon Woo Kwon","Nikoloz Basilashvili","Australian Open",0
"2019-0605",3,5,288,20191111,103819,106233,"Roger Federer","Dominic Thiem","Tour Finals",0
"2018-M-DC-2018-WG-M-KAZ-CRO-01",258,3,1,20180406,122078,105227,"Dmitry Popko","Marin Cilic","Davis Cup WG QF: KAZ vs CRO",0
"2019-520",212,110,1159,20190527,106072,144895,"Alexey Vatutin","Corentin Moutet","Roland Garros",0
"2020-0424",54,62,298,20200210,200175,106378,"Miomir Kecmanovic","Kyle Edmund","New York",0
"2018-7290",79,153,289,20180430,105643,104620,"Federico Delbonis","Simone Bolelli","Estoril",0
"2018-M006",80,73,228,20180305,103333,109739,"Ivo Karlovic","Maximilian Marterer","Indian Wells Masters",0
"2022-560",94,39,200,20220829,123755,200221,"Daniel Elahi Galan","Alejandro Davidovich Fokina","Us Open",0
"2021-0311",624,29,278,20210614,104229,104926,"Yen Hsun Lu","Fabio Fognini","Queen's Club",0
"2018-5014",12,2,297,20181008,105453,103819,"Kei Nishikori","Roger Federer","Shanghai Masters",0
"2018-M006",106,44,224,20180305,105575,133430,"Ricardas Berankis","Denis Shapovalov","Indian Wells Masters",0
"2019-580",133,30,119,20190114,106216,104468,"Bjorn Fratangelo","Gilles Simon","Australian Open",0
"2020-9404",26,94,291,20201012,105332,110602,"Benoit Paire","Dennis Novak","Cologne 1",0
"2018-0568",76,88,275,20180917,105379,104527,"Aljaz Bedene","Stan Wawrinka","St. Petersburg",0
"2018-6967",46,52,273,20180924,104312,105077,"Andreas Seppi","Albert Ramos","Shenzhen",0
"2020-M-DC-2020-QLS-M-GER-BLR-01",73,68,2,20200306,104259,106078,"Philipp Kohlschreiber","Egor Gerasimov","Davis Cup QLS R1: GER vs BLR",0
"2019-580",73,9,171,20190114,103333,105453,"Ivo Karlovic","Kei Nishikori","Australian Open",0
"2018-0410",33,7,282,20180416,126094,106233,"Andrey Rublev","Dominic Thiem","Monte Carlo Masters",0
"2020-9410",80,83,272,20201026,144750,106078,"Lloyd Harris","Egor Gerasimov","Nur-Sultan",0
"2022-560",87,25,197,20220829,200670,106401,"J J Wolf","Nick Kyrgios","Us Open",0
"2018-0321",50,24,291,20180611,109739,106401,"Maximilian Marterer","Nick Kyrgios","Stuttgart",0
"2021-9510",81,54,277,20210524,106099,105379,"Salvatore Caruso","Aljaz Bedene","Parma",0
"2022-0308",65,63,292,20220425,202195,200325,"Maxime Cressy","Emil Ruusuvuori","Munich",0
"2021-0414",41,48,288,20210712,105077,105643,"Albert Ramos","Federico Delbonis","Hamburg",0
"2019-M007",43,80,231,20190318,105062,105819,"Mikhail Kukushkin","Guido Andreozzi","Miami Masters",0
"2021-0311",39,309,288,20210614,122330,207733,"Alexander Bublik","Jack Draper","Queen's Club",0
"2021-1536",4,6,299,20210503,106233,100644,"Dominic Thiem","Alexander Zverev","Madrid Masters",0
"2020-520",78,7,1225,20200928,105732,100644,"Pierre Hugues Herbert","Alexander Zverev","Roland Garros",0
"2021-0422",22,7,291,20210816,104792,126094,"Gael Monfils","Andrey Rublev","Cincinnati Masters",0
"2022-0500",65,12,298,20220613,106401,128034,"Nick Kyrgios","Hubert Hurkacz","Halle",0
"2021-6242",114,51,271,20210823,104918,126207,"Andy Murray","Frances Tiafoe","Winston-Salem",0
"2018-520",15,65,191,20180528,105023,104468,"Sam Querrey","Gilles Simon","Roland Garros",0
"2022-0352",16,14,271,20221031,133430,105807,"Denis Shapovalov","Pablo Carreno Busta","Paris Masters",0
"2022-580",14,5,221,20220117,133430,104745,"Denis Shapovalov","Rafael Nadal","Australian Open",0
"2019-0329",25,99,273,20190930,200282,144750,"Alex De Minaur","Lloyd Harris","Tokyo",0
"2018-M-DC-2018-G2-EPA-M-SLO-POL-01",224,52,1,20180203,128034,105379,"Hubert Hurkacz","Aljaz Bedene","Davis Cup G2 R1: SLO vs POL",0
"2018-M007",105,65,196,20180319,111815,111797,"Cameron Norrie","Nicolas Jarry","Miami Masters",0
"2021-8998",70,29,291,20210201,104655,128034,"Pablo Cuevas","Hubert Hurkacz","Great Ocean Road Open",0
"2020-0352",14,105,282,20201102,105676,105613,"David Goffin","Norbert Gombos","Paris Masters",0
"2018-7161",135,95,290,20180205,105882,111797,"Stefano Travaglia","Nicolas Jarry","Quito",0
"2021-0451",11,33,295,20210308,133430,126203,"Denis Shapovalov","Taylor Fritz","Doha",0
"2022-0421",147,34,239,20220808,105577,126205,"Vasek Pospisil","Tommy Paul","Canada Masters",0
"2022-0321",78,68,299,20220606,106401,104918,"Nick Kyrgios","Andy Murray","Stuttgart",0
"2019-0311",8,38,286,20190617,104731,104468,"Kevin Anderson","Gilles Simon","Queen's Club",0
"2019-580",95,36,117,20190114,200005,104871,"Ugo Humbert","Jeremy Chardy","Australian Open",0
"2022-0421",19,21,284,20220808,105777,200282,"Grigor Dimitrov","Alex De Minaur","Canada Masters",0
"2022-0416",34,22,271,20220509,126205,200282,"Tommy Paul","Alex De Minaur","Rome Masters",0
"2022-0495",123,7,300,20220221,106210,126094,"Jiri Vesely","Andrey Rublev","Dubai",0
"2018-M006",13,109,242,20180305,104925,106121,"Novak Djokovic","Taro Daniel","Indian Wells Masters",0
"2021-0319",104,97,271,20210726,106298,124079,"Lucas Pouille","Pedro Martinez","Kitzbuhel",0
"2018-7581",129,123,287,20180924,144750,106071,"Lloyd Harris","Bernard Tomic","Chengdu",0
"2022-0403",38,48,278,20220321,200624,200175,"Sebastian Korda","Miomir Kecmanovic","Miami Masters",0
"2019-0308",41,37,294,20190429,104259,126610,"Philipp Kohlschreiber","Matteo Berrettini","Munich",0
"2021-1536",36,60,248,20210503,105936,106415,"Filip Krajinovic","Yoshihito Nishioka","Madrid Masters",0
"2020-0414",9,103,274,20200921,104792,105870,"Gael Monfils","Yannick Hanfmann","Hamburg",0
"2018-520",45,17,175,20180528,105916,106378,"Marton Fucsovics","Kyle Edmund","Roland Garros",0
"2022-0506",73,42,290,20220207,104665,105643,"Pablo Andujar","Federico Delbonis","Buenos Aires",0
"2019-0717",55,372,288,20190408,111815,104386,"Cameron Norrie","Janko Tipsarevic","Houston",0
"2019-7290",152,67,271,20190429,106099,104655,"Salvatore Caruso","Pablo Cuevas","Estoril",0
"2019-540",62,12,155,20190701,134770,104545,"Casper Ruud","John Isner","Wimbledon",0
"2022-0407",14,62,273,20220207,106234,134868,"Aslan Karatsev","Tallon Griekspoor","Rotterdam",0
"2019-M020",57,40,276,20181231,105526,104871,"Jan Lennard Struff","Jeremy Chardy","Brisbane",0
"2019-0329",31,53,277,20190930,126203,124187,"Taylor Fritz","Reilly Opelka","Tokyo",0
"2019-0506",43,51,273,20190211,105583,104919,"Dusan Lajovic","Leonardo Mayer","Buenos Aires",0
"2020-520",202,96,1119,20200928,111460,106218,"Quentin Halys","Marcos Giron","Roland Garros",0
"2022-580",57,2,211,20220117,122298,106421,"Botic Van De Zandschulp","Daniil Medvedev","Australian Open",0
"2020-6932",99,4,293,20200217,144719,106233,"Jaume Munar","Dominic Thiem","ATP Rio de Janeiro",0
"2020-0495",132,80,284,20200224,105633,104259,"Mohamed Safwat","Philipp Kohlschreiber","Dubai",0
"2020-0499",433,82,289,20200217,105992,126952,"Ryan Harrison","Soon Woo Kwon","Delray Beach",0
"2019-0341",35,49,289,20190916,104269,105936,"Fernando Verdasco","Filip Krajinovic","Metz",0
"2019-M014",32,44,295,20191014,105583,105173,"Dusan Lajovic","Adrian Mannarino","Moscow",0
"2021-8996",112,104,272,20210308,202103,105413,"Francisco Cerundolo","Andrej Martin","Santiago",0
"2019-0301",76,34,272,20190107,105614,104259,"Bradley Klahn","Philipp Kohlschreiber","Auckland",0
"2021-580",73,20,190,20210208,105575,111575,"Ricardas Berankis","Karen Khachanov","Australian Open",0
"2019-M015",6,7,298,20190930,100644,126774,"Alexander Zverev","Stefanos Tsitsipas","Beijing",0
"2018-0499",131,303,272,20180219,122330,105015,"Alexander Bublik","Franko Skugor","Delray Beach",0
"2021-0500",94,128,289,20210614,144895,104259,"Corentin Moutet","Philipp Kohlschreiber","Halle",0
"2019-0407",68,33,300,20190211,104527,104792,"Stan Wawrinka","Gael Monfils","Rotterdam",0
"2021-520",45,3,200,20210531,111815,104745,"Cameron Norrie","Rafael Nadal","Roland Garros",0
"2020-580",42,140,114,20200120,105077,106109,"Albert Ramos","Alex Bolt","Australian Open",0
"2021-0375",27,102,291,20210222,105583,110602,"Dusan Lajovic","Dennis Novak","Montpellier",0
"2019-9164",413,31,289,20190923,104918,200282,"Andy Murray","Alex De Minaur","Zhuhai",0
"2018-0425",140,1,297,20180423,105373,104745,"Martin Klizan","Rafael Nadal","Barcelona",0
"2022-0425",81,7,270,20220418,206909,134770,"Brandon Nakashima","Casper Ruud","Barcelona",0
"2019-M007",103,5,274,20190318,105936,103819,"Filip Krajinovic","Roger Federer","Miami Masters",0
"2022-6242",57,23,286,20220822,144719,122298,"Jaume Munar","Botic Van De Zandschulp","Winston-Salem",0
"2022-540",106,4,195,20220627,105575,104745,"Ricardas Berankis","Rafael Nadal","Wimbledon",0
"2021-9460",143,156,279,20210222,105359,202195,"Jason Jung","Maxime Cressy","Singapore",0
"2020-580",70,39,153,20200120,144895,105227,"Corentin Moutet","Marin Cilic","Australian Open",0
"2019-540",59,48,165,20190701,104919,128034,"Leonardo Mayer","Hubert Hurkacz","Wimbledon",0
"2022-4140",2,56,297,20220926,134770,106415,"Casper Ruud","Yoshihito Nishioka","Seoul",0
"2018-560",78,37,105,20180827,105379,105932,"Aljaz Bedene","Nikoloz Basilashvili","US Open",0
"2020-0352",56,9,277,20201102,104755,106043,"Richard Gasquet","Diego Schwartzman","Paris Masters",0
"2019-6242",82,30,299,20190819,105449,105332,"Steve Johnson","Benoit Paire","Winston-Salem",0
"2018-0316",115,29,291,20180716,105589,104755,"Gerald Melzer","Richard Gasquet","Bastad",0
"2020-8996",300,94,290,20200224,144642,106198,"Tomas Barrios Vera","Hugo Dellien","Santiago",0
"2018-540",36,64,103,20180702,104919,105526,"Leonardo Mayer","Jan Lennard Struff","Wimbledon",0
"2019-520",134,104,1102,20190527,124079,105967,"Pedro Martinez","Henri Laaksonen","Roland Garros",0
"2022-0425",32,40,278,20220418,105077,144750,"Albert Ramos","Lloyd Harris","Barcelona",0
"2018-0315",131,123,295,20180716,105359,105065,"Jason Jung","Tim Smyczek","Newport",0
"2021-520",102,23,159,20210531,106228,106426,"Juan Ignacio Londero","Cristian Garin","Roland Garros",0
"2019-560",35,74,105,20190826,128034,104871,"Hubert Hurkacz","Jeremy Chardy","US Open",0
"2021-0439",185,127,276,20210719,106110,106000,"Filip Horansky","Damir Dzumhur","Umag",0
"2021-9460",306,76,282,20210222,105441,105430,"John Patrick Smith","Radu Albot","Singapore",0
"2018-520",51,21,190,20180528,105332,105453,"Benoit Paire","Kei Nishikori","Roland Garros",0
"2019-0414",374,10,281,20190722,109699,104926,"Julian Lenz","Fabio Fognini","Hamburg",0
"2018-0410",71,10,278,20180416,126774,105676,"Stefanos Tsitsipas","David Goffin","Monte Carlo Masters",0
"2018-M006",166,77,204,20180305,105614,105341,"Bradley Klahn","Thomas Fabbiano","Indian Wells Masters",0
"2021-580",59,33,186,20210208,104665,105936,"Pablo Andujar","Filip Krajinovic","Australian Open",0
"2019-520",16,78,1157,20190527,105932,106228,"Nikoloz Basilashvili","Juan Ignacio Londero","Roland Garros",0
"2022-0352",7,18,300,20221031,104925,208029,"Novak Djokovic","Holger Rune","Paris Masters",0
"2022-0451",167,55,279,20220214,111153,126952,"Christopher Eubanks","Soon Woo Kwon","Doha",0
"2022-0416",17,361,266,20220509,124187,104527,"Reilly Opelka","Stan Wawrinka","Rome Masters",0
"2021-0403",122,103,184,20210322,106331,105311,"Christopher Oconnell","Joao Sousa","Miami Masters",0
"2021-520",10,3,221,20210531,106043,104745,"Diego Schwartzman","Rafael Nadal","Roland Garros",0
"2022-0422",32,24,268,20220815,202195,122298,"Maxime Cressy","Botic Van De Zandschulp","Cincinnati Masters",0
"2018-0424",25,12,298,20180212,105173,105023,"Adrian Mannarino","Sam Querrey","New York",0
"2018-0329",57,41,271,20181001,109739,126207,"Maximilian Marterer","Frances Tiafoe","Tokyo",0
"2018-0311",62,61,295,20180618,126207,104871,"Frances Tiafoe","Jeremy Chardy","Queen's Club",0
"2018-0316",337,15,288,20180716,144707,104926,"Mikael Ymer","Fabio Fognini","Bastad",0
"2019-0451",22,116,277,20181231,105676,105575,"David Goffin","Ricardas Berankis","Doha",0
"2018-580",83,94,138,20180115,105649,109739,"Cedrik Marcel Stebe","Maximilian Marterer","Australian Open",0
"2022-560",103,203,121,20220829,105357,207182,"John Millman","Emilio Nava","Us Open",0
"2021-0506",60,42,296,20210301,111513,200175,"Laslo Djere","Miomir Kecmanovic","Buenos Aires",0
"2022-6242",85,57,271,20220822,202358,144719,"Chun Hsin Tseng","Jaume Munar","Winston-Salem",0
"2021-8996",143,121,280,20210308,127157,123755,"Daniel Altmaier","Daniel Elahi Galan","Santiago",0
"2020-0319",337,118,295,20200907,109739,105870,"Maximilian Marterer","Yannick Hanfmann","Kitzbuhel",0
"2018-7485",95,87,271,20181015,104719,111815,"Marcel Granollers","Cameron Norrie","Antwerp",0
"2019-0308",19,47,299,20190429,106065,106426,"Marco Cecchinato","Cristian Garin","Munich",0
"2021-7434",85,55,277,20210927,144707,105357,"Mikael Ymer","John Millman","Sofia",0
"2018-M006",1,8,300,20180305,103819,105223,"Roger Federer","Juan Martin del Potro","Indian Wells Masters",0
"2021-8998",71,36,300,20210201,105882,206173,"Stefano Travaglia","Jannik Sinner","Great Ocean Road Open",0
"2019-5014",50,57,240,20191007,200175,105062,"Miomir Kecmanovic","Mikhail Kukushkin","Shanghai Masters",0
"2021-8998",273,797,248,20210201,106227,208013,"Ji Sung Nam","Dane Sweeny","Great Ocean Road Open",0
"2019-7648",73,55,297,20190422,104655,126610,"Pablo Cuevas","Matteo Berrettini","Budapest",0
"2022-560",347,66,125,20220829,105379,106398,"Aljaz Bedene","Pedro Cachin","Us Open",0
"2022-0404",1,28,285,20220307,106421,104792,"Daniil Medvedev","Gael Monfils","Indian Wells Masters",0
"2022-0425",61,71,263,20220418,105332,126952,"Benoit Paire","Soon Woo Kwon","Barcelona",0
"2019-0328",6,31,270,20191021,100644,126203,"Alexander Zverev","Taylor Fritz","Basel",0
"2021-0404",101,26,259,20211004,105815,111815,"Tennys Sandgren","Cameron Norrie","Indian Wells Masters",0
"2021-0506",101,57,289,20210301,126149,104665,"Gianluca Mager","Pablo Andujar","Buenos Aires",0
"2020-8996",98,18,293,20200224,200221,106426,"Alejandro Davidovich Fokina","Cristian Garin","Santiago",0
"2022-7290",39,92,284,20220425,144750,126535,"Lloyd Harris","Carlos Taberner","Estoril",0
"2021-0496",286,81,271,20210308,144684,106298,"Alex Molcan","Lucas Pouille","Marseille",0
"2021-0500",75,21,297,20210614,106218,200000,"Marcos Giron","Felix Auger Aliassime","Halle",0
"2021-580",233,12,176,20210208,106071,133430,"Bernard Tomic","Denis Shapovalov","Australian Open",0
"2019-0410",45,14,283,20190415,105430,106421,"Radu Albot","Daniil Medvedev","Monte Carlo Masters",0
"2022-0321",57,26,278,20220606,207518,105932,"Lorenzo Musetti","Nikoloz Basilashvili","Stuttgart",0
"2022-0416",28,16,258,20220509,132283,133430,"Lorenzo Sonego","Denis Shapovalov","Rome Masters",0
"2019-M006",77,8,262,20190304,111442,106233,"Jordan Thompson","Dominic Thiem","Indian Wells Masters",0
"2018-0533",131,49,289,20180226,104122,104919,"Carlos Berlocq","Leonardo Mayer","Sao Paulo",0
"2019-0429",50,35,294,20191014,105023,105807,"Sam Querrey","Pablo Carreno Busta","Stockholm",0
"2018-0321",67,47,275,20180611,126203,105332,"Taylor Fritz","Benoit Paire","Stuttgart",0
"2022-0352",36,74,255,20221031,122330,144707,"Alexander Bublik","Mikael Ymer","Paris Masters",0
"2021-9462",95,15,300,20210405,144719,105807,"Jaume Munar","Pablo Carreno Busta","Marbella",0
"2022-0308",46,7,286,20220425,144684,134770,"Alex Molcan","Casper Ruud","Munich",0
"2019-0499",102,51,287,20190218,104797,105173,"Denis Istomin","Adrian Mannarino","Delray Beach",0
"2018-520",122,18,174,20180528,111200,104926,"Elias Ymer","Fabio Fognini","Roland Garros",0
"2020-560",78,90,122,20200831,105226,105062,"Attila Balazs","Mikhail Kukushkin","Us Open",0
"2019-M006",46,38,200,20190304,126203,105449,"Taylor Fritz","Steve Johnson","Indian Wells Masters",0
"2022-0404",39,31,274,20220307,126205,200282,"Tommy Paul","Alex De Minaur","Indian Wells Masters",0
"2019-7648",78,33,278,20190422,105208,111513,"Ernests Gulbis","Laslo Djere","Budapest",0
"2022-0410",92,14,257,20220411,106198,128034,"Hugo Dellien","Hubert Hurkacz","Monte Carlo Masters",0
"2021-7480",107,182,292,20210719,106045,124014,"Denis Kudla","Ernesto Escobedo","Los Cabos",0
"2018-540",38,158,154,20180702,105077,103565,"Albert Ramos","Stephane Robert","Wimbledon",0
"2021-520",77,57,106,20210531,104542,106415,"Jo-Wilfried Tsonga","Yoshihito Nishioka","Roland Garros",0
"2019-0429",129,34,299,20191014,105216,133430,"Yuichi Sugita","Denis Shapovalov","Stockholm",0
"2018-0495",417,56,272,20180226,104890,105526,"Andreas Haider Maurer","Jan Lennard Struff","Dubai",0
"2019-0375",31,210,291,20190204,104468,104542,"Gilles Simon","Jo-Wilfried Tsonga","Montpellier",0
"2019-7650",169,193,284,20190624,106075,104678,"Jozef Kovalik","Viktor Troicki","Antalya",0
"2019-560",88,5,115,20190826,105432,106421,"Prajnesh Gunneswaran","Daniil Medvedev","US Open",0
"2019-6932",43,62,273,20190218,105583,111815,"Dusan Lajovic","Cameron Norrie","Rio de Janeiro",0
"2019-0319",32,56,296,20190729,104269,132283,"Fernando Verdasco","Lorenzo Sonego","Kitzbuhel",0
"2018-7581",92,63,275,20180924,104571,104291,"Marcos Baghdatis","Malek Jaziri","Chengdu",0
"2021-0403",205,26,266,20210322,124014,105583,"Ernesto Escobedo","Dusan Lajovic","Miami Masters",0
"2019-0410",36,16,272,20190415,104527,106065,"Stan Wawrinka","Marco Cecchinato","Monte Carlo Masters",0
"2018-M006",75,169,192,20180305,105577,200000,"Vasek Pospisil","Felix Auger Aliassime","Indian Wells Masters",0
"2019-M020",62,35,277,20181231,105992,106401,"Ryan Harrison","Nick Kyrgios","Brisbane",0
"2022-0422",37,28,264,20220815,200221,106401,"Alejandro Davidovich Fokina","Nick Kyrgios","Cincinnati Masters",0
"2019-6242",100,106,240,20190819,106329,200615,"Thiago Monteiro","Alexei Popyrin","Winston-Salem",0
"2018-7650",87,69,279,20180625,106121,104198,"Taro Daniel","Guillermo Garcia Lopez","Antalya",0
"2018-0328",57,93,295,20181022,126203,105657,"Taylor Fritz","Marius Copil","Basel",0
"2019-M016",49,31,291,20190624,111815,106378,"Cameron Norrie","Kyle Edmund","Eastbourne",0
"2022-9410",55,14,277,20221003,106214,105227,"Oscar Otte","Marin Cilic","Astana",0
"2019-0375",72,79,294,20190204,105936,104607,"Filip Krajinovic","Tomas Berdych","Montpellier",0
"2021-540",151,118,177,20210628,106214,104918,"Oscar Otte","Andy Murray","Wimbledon",0
"2019-0717",241,95,299,20190408,123755,134770,"Daniel Elahi Galan","Casper Ruud","Houston",0
"2021-0422",20,56,241,20210816,106426,126205,"Cristian Garin","Tommy Paul","Cincinnati Masters",0
"2021-0403",243,40,247,20210322,106423,105916,"Thanasi Kokkinakis","Marton Fucsovics","Miami Masters",0
