"tourney_id","rank_P_1","rank_P_2","match_num","tourney_date_P_1","id_P_1","id_P_2","name_P_1","name_P_2","tourney_name","Win_P_1"
"2021-7434",56,89,283,20210927,105902,200325,"James Duckworth","Emil Ruusuvuori","Sofia",1
"2022-5053",151,98,280,20220418,126128,144707,"Roman Safiullin","Mikael Ymer","Belgrade ",1
"2019-540",29,41,151,20190701,200282,106065,"Alex De Minaur","Marco Cecchinato","Wimbledon",1
"2018-M009",53,12,265,20180514,105376,105023,"Peter Gojowczyk","Sam Querrey","Rome Masters",1
"2018-6967",28,311,297,20180924,104269,104918,"Fernando Verdasco","Andy Murray","Shenzhen",1
"2019-M004",72,42,297,20190225,106401,104527,"Nick Kyrgios","Stan Wawrinka","Acapulco",1
"2018-M007",19,8,297,20180319,105807,104731,"Pablo Carreno Busta","Kevin Anderson","Miami Masters",1
"2018-M-DC-2018-G2-EPA-M-TUN-FIN-01",611,682,2,20180203,200325,144826,"Emil Ruusuvuori","Aziz Dougaz","Davis Cup G2 R1: TUN vs FIN",1
"2018-M004",9,54,277,20180226,105223,104999,"Juan Martin del Potro","Mischa Zverev","Acapulco",1
"2021-0506",101,79,276,20210301,126149,106099,"Gianluca Mager","Salvatore Caruso","Buenos Aires",1
"2021-580",27,45,169,20210208,105583,122330,"Dusan Lajovic","Alexander Bublik","Australian Open",1
"2022-7434",95,30,298,20220926,144817,207518,"Marc Andrea Huesler","Lorenzo Musetti","Sofia",1
"2022-0314",15,64,286,20220718,126610,104755,"Matteo Berrettini","Richard Gasquet","Gstaad",1
"2020-0352",75,81,240,20201102,144895,106099,"Corentin Moutet","Salvatore Caruso","Paris Masters",1
"2021-520",105,15,175,20210531,144707,104792,"Mikael Ymer","Gael Monfils","Roland Garros",1
"2018-M007",25,407,248,20180319,105683,144707,"Milos Raonic","Mikael Ymer","Miami Masters",1
"2018-0410",28,74,247,20180416,104180,104252,"Gilles Muller","Florian Mayer","Monte Carlo Masters",1
"2022-7290",29,131,290,20220425,126207,132686,"Frances Tiafoe","Nuno Borges","Estoril",1
"2018-540",21,8,226,20180702,104925,104731,"Novak Djokovic","Kevin Anderson","Wimbledon",1
"2021-0407",8,64,295,20210301,126094,104871,"Andrey Rublev","Jeremy Chardy","Rotterdam",1
"2018-580",2,6,701,20180115,103819,105227,"Roger Federer","Marin Cilic","Australian Open",1
"2018-M006",38,169,247,20180305,105683,200000,"Milos Raonic","Felix Auger Aliassime","Indian Wells Masters",1
"2018-M007",90,115,192,20180319,104871,104297,"Jeremy Chardy","Rogerio Dutra Silva","Miami Masters",1
"2021-0315",163,248,283,20210712,105359,111790,"Jason Jung","Brayden Schnur","Newport",1
"2019-0500",22,9,295,20190617,126610,111575,"Matteo Berrettini","Karen Khachanov","Halle",1
"2020-520",3,25,1312,20200928,106233,134770,"Dominic Thiem","Casper Ruud","Roland Garros",1
"2022-560",11,64,155,20220829,126094,111513,"Andrey Rublev","Laslo Djere","Us Open",1
"2019-0410",50,74,260,20190415,105373,105643,"Martin Klizan","Federico Delbonis","Monte Carlo Masters",1
"2019-7648",33,18,296,20190422,111513,105932,"Laslo Djere","Nikoloz Basilashvili","Budapest",1
"2022-9158",129,74,276,20220131,122669,105487,"Juan Pablo Varillas","Facundo Bagnis","Cordoba",1
"2020-0352",55,59,256,20201102,126205,104468,"Tommy Paul","Gilles Simon","Paris Masters",1
"2022-0506",65,37,292,20220207,105948,105583,"Federico Coria","Dusan Lajovic","Buenos Aires",1
"2021-560",89,13,168,20210830,104312,128034,"Andreas Seppi","Hubert Hurkacz","Us Open",1
"2018-0717",88,111,276,20180409,103333,106121,"Ivo Karlovic","Taro Daniel","Houston",1
"2022-2807",9,70,293,20221010,126094,125802,"Andrey Rublev","Ilya Ivashka","Gijon",1
"2019-M009",15,30,249,20190513,106432,200000,"Borna Coric","Felix Auger Aliassime","Rome Masters",1
"2021-9481",93,172,276,20210405,106065,105341,"Marco Cecchinato","Thomas Fabbiano","Cagliari",1
"2022-540",58,28,214,20220627,105676,126207,"David Goffin","Frances Tiafoe","Wimbledon",1
"2022-0506",40,61,291,20220207,104926,124079,"Fabio Fognini","Pedro Martinez","Buenos Aires",1
"2022-0329",11,109,274,20221003,126203,105902,"Taylor Fritz","James Duckworth","Tokyo",1
"2022-580",39,35,113,20220117,105583,105916,"Dusan Lajovic","Marton Fucsovics","Australian Open",1
"2019-0891",97,82,273,20181231,105539,104665,"Evgeny Donskoy","Pablo Andujar","Pune",1
"2019-0319",65,125,289,20190729,134770,104897,"Casper Ruud","Matthias Bachinger","Kitzbuhel",1
"2019-0311",92,26,279,20190617,105379,200282,"Aljaz Bedene","Alex De Minaur","Queen's Club",1
"2019-0328",70,60,280,20191021,105575,104665,"Ricardas Berankis","Pablo Andujar","Basel",1
"2018-7581",47,85,282,20180924,105051,105539,"Matthew Ebden","Evgeny Donskoy","Chengdu",1
"2021-9510",76,85,283,20210524,207518,126149,"Lorenzo Musetti","Gianluca Mager","Parma",1
"2022-8994",56,16,289,20220620,126127,133430,"Benjamin Bonzi","Denis Shapovalov","Mallorca",1
"2022-0429",33,70,284,20221017,202195,125802,"Maxime Cressy","Ilya Ivashka","Stockholm",1
"2022-560",15,20,198,20220829,105807,200282,"Pablo Carreno Busta","Alex De Minaur","Us Open",1
"2021-560",4,46,221,20210830,100644,144750,"Alexander Zverev","Lloyd Harris","Us Open",1
"2022-0352",18,153,264,20221031,208029,104527,"Holger Rune","Stan Wawrinka","Paris Masters",1
"2018-M010",30,72,300,20180611,104755,104871,"Richard Gasquet","Jeremy Chardy","s Hertogenbosch",1
"2019-0568",64,9,286,20190916,105311,111575,"Joao Sousa","Karen Khachanov","St. Petersburg",1
"2018-520",15,58,155,20180528,105023,126207,"Sam Querrey","Frances Tiafoe","Roland Garros",1
"2022-540",56,109,206,20220627,206909,123755,"Brandon Nakashima","Daniel Elahi Galan","Wimbledon",1
"2022-0319",109,111,284,20220725,122669,126535,"Juan Pablo Varillas","Carlos Taberner","Kitzbuhel",1
"2021-0404",115,68,220,20211004,126535,144719,"Carlos Taberner","Jaume Munar","Indian Wells Masters",1
"2021-580",64,60,101,20210208,126207,105882,"Frances Tiafoe","Stefano Travaglia","Australian Open",1
"2020-9408",78,102,283,20201012,105643,104312,"Federico Delbonis","Andreas Seppi","Sardinia",1
"2021-0429",23,113,282,20211108,126203,106078,"Taylor Fritz","Egor Gerasimov","Stockholm",1
"2021-0308",98,112,280,20210426,105870,106121,"Yannick Hanfmann","Taro Daniel","Munich",1
"2018-0314",84,107,299,20180723,126610,105132,"Matteo Berrettini","Jurgen Zopp","Gstaad",1
"2022-580",4,56,207,20220117,126774,105332,"Stefanos Tsitsipas","Benoit Paire","Australian Open",1
"2022-0319",61,159,278,20220725,105311,200240,"Joao Sousa","Vit Kopriva","Kitzbuhel",1
"2018-7434",123,185,271,20180205,104571,106099,"Marcos Baghdatis","Salvatore Caruso","Sofia",1
"2021-0407",45,23,292,20210301,105453,200282,"Kei Nishikori","Alex De Minaur","Rotterdam",1
"2019-560",56,46,101,20190826,106228,105023,"Juan Ignacio Londero","Sam Querrey","US Open",1
"2019-M009",38,27,244,20190513,104269,106378,"Fernando Verdasco","Kyle Edmund","Rome Masters",1
"2019-540",61,16,185,20190701,105554,105932,"Daniel Evans","Nikoloz Basilashvili","Wimbledon",1
"2018-0429",62,22,282,20181015,105815,106298,"Tennys Sandgren","Lucas Pouille","Stockholm",1
"2022-0375",35,3,300,20220131,122330,100644,"Alexander Bublik","Alexander Zverev","Montpellier",1
"2021-0319",83,92,276,20210726,106065,105430,"Marco Cecchinato","Radu Albot","Kitzbuhel",1
"2018-0375",33,76,290,20180205,104755,105732,"Richard Gasquet","Pierre Hugues Herbert","Montpellier",1
"2018-M-DC-2018-G1-EPA-M-BIH-SVK-01",130,32,4,20180406,105373,106000,"Martin Klizan","Damir Dzumhur","Davis Cup G1 R2: BIH vs SVK",1
"2022-0500",1,51,299,20220613,106421,106214,"Daniil Medvedev","Oscar Otte","Halle",1
"2018-7648",92,89,271,20180423,106065,105806,"Marco Cecchinato","Mirza Basic","Budapest",1
"2021-0410",86,48,256,20210412,106298,105550,"Lucas Pouille","Guido Pella","Monte Carlo Masters",1
"2019-520",4,47,1305,20190527,106233,104655,"Dominic Thiem","Pablo Cuevas","Roland Garros",1
"2018-7694",335,84,277,20180521,105948,106044,"Federico Coria","Nicolas Kicker","Lyon",1
"2021-1536",49,85,239,20210503,200221,105732,"Alejandro Davidovich Fokina","Pierre Hugues Herbert","Madrid Masters",1
"2018-0360",355,70,299,20180409,104665,105311,"Pablo Andujar","Joao Sousa","Marrakech",1
"2020-8996",297,108,280,20200224,105952,105155,"Renzo Olivo","Pedro Sousa","Santiago",1
"2020-0495",6,34,294,20200224,126774,105526,"Stefanos Tsitsipas","Jan Lennard Struff","Dubai",1
"2021-0375",83,121,276,20210222,106078,104918,"Egor Gerasimov","Andy Murray","Montpellier",1
"2018-M009",5,57,274,20180514,105227,105992,"Marin Cilic","Ryan Harrison","Rome Masters",1
"2022-0717",18,161,291,20220404,124187,106283,"Reilly Opelka","Mitchell Krueger","Houston",1
"2021-0439",121,94,271,20210719,126523,104655,"Bernabe Zapata Miralles","Pablo Cuevas","Umag",1
"2022-7434",144,116,292,20220926,126846,104269,"Aleksandar Vukic","Fernando Verdasco","Sofia",1
"2018-7163",100,32,286,20180430,105341,106000,"Thomas Fabbiano","Damir Dzumhur","Istanbul",1
"2021-0316",80,94,278,20210712,200325,144707,"Emil Ruusuvuori","Mikael Ymer","Bastad",1
"2019-0414",4,50,293,20190722,106233,105916,"Dominic Thiem","Marton Fucsovics","Hamburg",1
"2019-0352",28,6,289,20191028,133430,100644,"Denis Shapovalov","Alexander Zverev","Paris Masters",1
"2018-0451",46,53,291,20180101,104792,105526,"Gael Monfils","Jan Lennard Struff","Doha",1
"2018-0375",30,121,291,20180205,106000,105074,"Damir Dzumhur","Ruben Bemelmans","Montpellier",1
"2019-M006",52,84,204,20190304,105173,105815,"Adrian Mannarino","Tennys Sandgren","Indian Wells Masters",1
"2021-8998",146,14,285,20210201,207989,105676,"Carlos Alcaraz","David Goffin","Great Ocean Road Open",1
"2022-0451",22,138,291,20220214,105932,111200,"Nikoloz Basilashvili","Elias Ymer","Doha",1
"2021-9569",83,31,284,20210927,206909,104926,"Brandon Nakashima","Fabio Fognini","San Diego",1
"2020-7485",35,79,125,20201019,105554,106099,"Daniel Evans","Salvatore Caruso","Antwerp",1
"2021-0352",10,58,290,20211101,128034,136440,"Hubert Hurkacz","Dominik Koepfer","Paris Masters",1
"2020-560",99,76,202,20200831,200221,111815,"Alejandro Davidovich Fokina","Cameron Norrie","Us Open",1
"2018-0352",52,16,271,20181029,106000,126774,"Damir Dzumhur","Stefanos Tsitsipas","Paris Masters",1
"2021-8998",76,107,251,20210201,106099,104312,"Salvatore Caruso","Andreas Seppi","Great Ocean Road Open",1
"2018-M016",62,60,279,20180625,105357,104180,"John Millman","Gilles Muller","Eastbourne",1
"2022-0328",46,65,275,20221024,144684,111456,"Alex Molcan","Mackenzie Mcdonald","Basel",1
"2022-560",91,95,161,20220829,104755,106121,"Richard Gasquet","Taro Daniel","Us Open",1
"2018-0337",8,11,300,20181022,104731,105453,"Kevin Anderson","Kei Nishikori","Vienna",1
"2019-6242",76,155,244,20190819,106148,106218,"Roberto Carballes Baena","Marcos Giron","Winston-Salem",1
"2018-0506",24,418,277,20180212,106043,104890,"Diego Schwartzman","Andreas Haider Maurer","Buenos Aires",1
"2021-0506",106,397,283,20210301,144719,207680,"Jaume Munar","Facundo Diaz Acosta","Buenos Aires",1
"2018-M035",3,64,285,20180730,100644,104291,"Alexander Zverev","Malek Jaziri","Washington",1
"2020-0496",55,20,289,20200217,122330,105332,"Alexander Bublik","Benoit Paire","Marseille",1
"2022-0429",89,102,272,20221017,106426,106186,"Cristian Garin","Jason Kubler","Stockholm",1
"2019-0421",48,25,260,20190805,128034,126203,"Hubert Hurkacz","Taylor Fritz","Canada Masters",1
"2019-520",31,93,1145,20190527,126610,104665,"Matteo Berrettini","Pablo Andujar","Roland Garros",1
"2021-0429",143,354,284,20211108,104918,126340,"Andy Murray","Viktor Durasovic","Stockholm",1
"2018-M024",46,30,252,20180813,104871,104269,"Jeremy Chardy","Fernando Verdasco","Cincinnati Masters",1
"2022-0422",47,306,251,20220815,104918,104527,"Andy Murray","Stan Wawrinka","Cincinnati Masters",1
"2021-0438",107,68,292,20211018,105575,105948,"Ricardas Berankis","Federico Coria","Moscow",1
"2019-M004",36,552,282,20190225,105449,126204,"Steve Johnson","Gerardo Lopez Villasenor","Acapulco",1
"2019-0495",19,12,274,20190225,105932,111575,"Nikoloz Basilashvili","Karen Khachanov","Dubai",1
"2022-0440",23,82,273,20220606,111575,126214,"Karen Khachanov","Alejandro Tabilo","s Hertogenbosch",1
"2022-560",20,82,169,20220829,200282,106426,"Alex De Minaur","Cristian Garin","Us Open",1
"2018-7161",98,99,272,20180205,105589,106065,"Gerald Melzer","Marco Cecchinato","Quito",1
"2018-6967",311,11,293,20180924,104918,105676,"Andy Murray","David Goffin","Shenzhen",1
"2021-540",9,64,204,20210628,126610,105379,"Matteo Berrettini","Aljaz Bedene","Wimbledon",1
"2022-580",22,34,185,20220117,126203,126207,"Taylor Fritz","Frances Tiafoe","Australian Open",1
"2019-0375",79,58,287,20190204,104607,105332,"Tomas Berdych","Benoit Paire","Montpellier",1
"2018-0322",60,47,299,20180521,105916,105449,"Marton Fucsovics","Steve Johnson","Geneva",1
"2019-580",94,46,153,20190114,104655,105583,"Pablo Cuevas","Dusan Lajovic","Australian Open",1
"2021-0414",57,47,278,20210712,111513,105526,"Laslo Djere","Jan Lennard Struff","Hamburg",1
"2019-7581",34,98,297,20190923,133430,106078,"Denis Shapovalov","Egor Gerasimov","Chengdu",1
"2022-580",120,113,182,20220117,106121,104918,"Taro Daniel","Andy Murray","Australian Open",1
"2019-580",1,177,164,20190114,104925,104542,"Novak Djokovic","Jo-Wilfried Tsonga","Australian Open",1
"2022-0416",3,22,286,20220509,100644,200282,"Alexander Zverev","Alex De Minaur","Rome Masters",1
"2021-0495",12,39,281,20210315,133430,105526,"Denis Shapovalov","Jan Lennard Struff","Dubai",1
"2020-9408",42,317,273,20201012,132283,206748,"Lorenzo Sonego","Giulio Zeppieri","Sardinia",1
"2018-M004",39,32,276,20180226,103970,126094,"David Ferrer","Andrey Rublev","Acapulco",1
"2018-540",112,102,102,20180702,103333,104022,"Ivo Karlovic","Mikhail Youzhny","Wimbledon",1
"2022-0496",7,9,300,20220214,126094,200000,"Andrey Rublev","Felix Auger Aliassime","Marseille",1
"2022-580",43,12,108,20220117,200624,111815,"Sebastian Korda","Cameron Norrie","Australian Open",1
"2022-0352",61,12,250,20221031,144817,206173,"Marc Andrea Huesler","Jannik Sinner","Paris Masters",1
"2021-560",10,95,179,20210830,133430,106148,"Denis Shapovalov","Roberto Carballes Baena","Us Open",1
"2022-0416",361,58,284,20220509,104527,111513,"Stan Wawrinka","Laslo Djere","Rome Masters",1
"2018-M016",62,36,290,20180625,105357,104919,"John Millman","Leonardo Mayer","Eastbourne",1
"2021-580",91,188,141,20210208,144750,111453,"Lloyd Harris","Mikael Torpegaard","Australian Open",1
"2021-0425",86,76,239,20210419,144719,106329,"Jaume Munar","Thiago Monteiro","Barcelona",1
"2022-560",109,99,158,20220829,106186,144707,"Jason Kubler","Mikael Ymer","Us Open",1
"2018-M006",100,19,266,20180305,104871,104926,"Jeremy Chardy","Fabio Fognini","Indian Wells Masters",1
"2018-7648",92,94,300,20180423,106065,105357,"Marco Cecchinato","John Millman","Budapest",1
"2021-520",29,44,186,20210531,104926,105916,"Fabio Fognini","Marton Fucsovics","Roland Garros",1
"2022-0404",12,49,265,20220307,111815,124079,"Cameron Norrie","Pedro Martinez","Indian Wells Masters",1
"2021-0403",37,123,244,20210322,128034,106045,"Hubert Hurkacz","Denis Kudla","Miami Masters",1
"2018-0375",91,78,276,20180205,104871,126774,"Jeremy Chardy","Stefanos Tsitsipas","Montpellier",1
"2021-560",21,66,182,20210830,105138,200325,"Roberto Bautista Agut","Emil Ruusuvuori","Us Open",1
"2018-0328",16,41,281,20181022,126774,104871,"Stefanos Tsitsipas","Jeremy Chardy","Basel",1
"2022-540",251,156,113,20220627,106328,126652,"Christian Harrison","Jay Clarke","Wimbledon",1
"2022-0341",284,55,284,20220919,104527,105311,"Stan Wawrinka","Joao Sousa","Metz",1
"2020-0891",174,19,293,20200203,105406,105332,"Roberto Marcora","Benoit Paire","Pune",1
"2018-7485",167,100,283,20181015,106099,106026,"Salvatore Caruso","Yuki Bhambri","Antwerp",1
"2022-6242",91,30,278,20220822,104755,207518,"Richard Gasquet","Lorenzo Musetti","Winston-Salem",1
"2020-520",16,100,1108,20200928,111575,111794,"Karen Khachanov","Kamil Majchrzak","Roland Garros",1
"2019-M-DC-2019-QLS-M-SWE-COL-01",228,194,2,20190201,123755,144707,"Daniel Elahi Galan","Mikael Ymer","Davis Cup QLS R1: SWE vs COL",1
"2018-7161",156,101,284,20180205,105413,104297,"Andrej Martin","Rogerio Dutra Silva","Quito",1
"2022-0451",27,24,295,20220214,111575,105227,"Karen Khachanov","Marin Cilic","Doha",1
"2018-M-DC-2018-G1-AM-M-DOM-BRA-01",117,468,2,20180202,106329,106232,"Thiago Monteiro","Roberto Cid","Davis Cup G1 R1: DOM vs BRA",1
"2022-0506",8,42,299,20220207,134770,105643,"Casper Ruud","Federico Delbonis","Buenos Aires",1
"2021-0404",5,115,261,20211004,126094,126535,"Andrey Rublev","Carlos Taberner","Indian Wells Masters",1
"2021-0496",34,115,282,20210308,206173,106296,"Jannik Sinner","Gregoire Barrere","Marseille",1
"2020-M009",249,35,283,20200914,207518,105453,"Lorenzo Musetti","Kei Nishikori","Rome Masters",1
"2018-7485",38,110,277,20181015,104792,105074,"Gael Monfils","Ruben Bemelmans","Antwerp",1
"2022-0439",10,136,298,20220725,206173,106162,"Jannik Sinner","Franco Agamenone","Umag",1
"2019-0329",50,52,276,20190930,104468,104665,"Gilles Simon","Pablo Andujar","Tokyo",1
"2018-0891",81,109,282,20180101,105732,106065,"Pierre Hugues Herbert","Marco Cecchinato","Pune",1
"2019-0425",51,8,292,20190422,105526,126774,"Jan Lennard Struff","Stefanos Tsitsipas","Barcelona",1
"2021-6242",59,84,244,20210823,111442,105550,"Jordan Thompson","Guido Pella","Winston-Salem",1
"2022-560",59,77,149,20220829,105311,111456,"Joao Sousa","Mackenzie Mcdonald","Us Open",1
"2021-0438",41,107,299,20211018,105227,105575,"Marin Cilic","Ricardas Berankis","Moscow",1
"2019-0315",211,224,276,20190715,104999,105065,"Mischa Zverev","Tim Smyczek","Newport",1
"2019-0495",88,98,276,20190225,104607,125802,"Tomas Berdych","Ilya Ivashka","Dubai",1
"2021-9462",64,117,277,20210405,103852,106121,"Feliciano Lopez","Taro Daniel","Marbella",1
"2021-0807",7,5,300,20210315,100644,126774,"Alexander Zverev","Stefanos Tsitsipas","Acapulco",1
"2019-0568",77,90,280,20190916,106148,105373,"Roberto Carballes Baena","Martin Klizan","St. Petersburg",1
"2018-M035",654,393,255,20180730,105902,111515,"James Duckworth","Thai Son Kwiatkowski","Washington",1
"2019-0311",113,51,280,20190617,103852,105916,"Feliciano Lopez","Marton Fucsovics","Queen's Club",1
"2022-0403",96,27,264,20220321,106415,105554,"Yoshihito Nishioka","Daniel Evans","Miami Masters",1
"2020-520",63,84,1305,20200928,105916,106329,"Marton Fucsovics","Thiago Monteiro","Roland Garros",1
"2021-0425",58,81,264,20210419,111815,106099,"Cameron Norrie","Salvatore Caruso","Barcelona",1
"2019-0337",11,75,281,20191021,126610,106378,"Matteo Berrettini","Kyle Edmund","Vienna",1
"2021-0422",5,3,298,20210816,100644,126774,"Alexander Zverev","Stefanos Tsitsipas","Cincinnati Masters",1
"2018-0311",26,66,287,20180618,105173,103898,"Adrian Mannarino","Julien Benneteau","Queen's Club",1
"2021-0439",43,91,297,20210719,105077,105882,"Albert Ramos","Stefano Travaglia","Umag",1
"2021-0341",13,113,297,20210920,128034,104918,"Hubert Hurkacz","Andy Murray","Metz",1
"2019-520",17,146,1306,20190527,104792,126156,"Gael Monfils","Antoine Hoang","Roland Garros",1
"2018-0500",34,1,300,20180618,106432,103819,"Borna Coric","Roger Federer","Halle",1
"2022-1536",9,4,296,20220502,207989,104745,"Carlos Alcaraz","Rafael Nadal","Madrid Masters",1
"2018-0329",273,44,279,20181001,133297,104898,"Yosuke Watanuki","Robin Haase","Tokyo",1
"2022-8888",20,42,289,20220103,105807,105936,"Pablo Carreno Busta","Filip Krajinovic","Atp Cup",1
"2019-0308",24,44,282,20190429,106043,105332,"Diego Schwartzman","Benoit Paire","Munich",1
"2022-0352",8,74,278,20221031,200000,144707,"Felix Auger Aliassime","Mikael Ymer","Paris Masters",1
"2022-6116",29,56,295,20220725,126207,206909,"Frances Tiafoe","Brandon Nakashima","Atlanta",1
"2018-0568",88,24,288,20180917,104527,111575,"Stan Wawrinka","Karen Khachanov","St. Petersburg",1
"2021-0352",26,13,292,20211101,126203,111815,"Taylor Fritz","Cameron Norrie","Paris Masters",1
"2020-580",1,26,212,20200120,104745,106401,"Rafael Nadal","Nick Kyrgios","Australian Open",1
"2021-0418",81,204,247,20210802,105449,106368,"Steve Johnson","Ramkumar Ramanathan","Washington",1
"2022-0741",108,15,292,20220620,207733,106043,"Jack Draper","Diego Schwartzman","Eastbourne",1
"2021-0439",73,59,300,20210719,207989,104755,"Carlos Alcaraz","Richard Gasquet","Umag",1
"2021-0741",18,77,298,20210621,200282,126952,"Alex De Minaur","Soon Woo Kwon","Eastbourne",1
"2021-0403",37,31,300,20210322,128034,206173,"Hubert Hurkacz","Jannik Sinner","Miami Masters",1
"2018-6242",57,56,297,20180820,106421,105992,"Daniil Medvedev","Ryan Harrison","Winston-Salem",1
"2019-M010",32,122,273,20190610,106426,106099,"Cristian Garin","Salvatore Caruso","s Hertogenbosch",1
"2019-M007",1,81,269,20190318,104925,106071,"Novak Djokovic","Bernard Tomic","Miami Masters",1
"2019-0407",38,39,283,20190211,105916,105373,"Marton Fucsovics","Martin Klizan","Rotterdam",1
"2022-9158",144,77,296,20220131,126214,202104,"Alejandro Tabilo","Sebastian Baez","Cordoba",1
"2018-7290",68,50,278,20180430,105311,106421,"Joao Sousa","Daniil Medvedev","Estoril",1
"2020-0605",3,2,291,20201116,106233,104745,"Dominic Thiem","Rafael Nadal","Tour Finals",1
"2020-560",82,66,206,20200831,126207,105916,"Frances Tiafoe","Marton Fucsovics","Us Open",1
"2019-6242",71,69,248,20190819,104665,111797,"Pablo Andujar","Nicolas Jarry","Winston-Salem",1
"2021-560",138,188,153,20210830,144684,117356,"Alex Molcan","Cem Ilkel","Us Open",1
"2019-M006",111,104,176,20190304,106148,105992,"Roberto Carballes Baena","Ryan Harrison","Indian Wells Masters",1
"2021-0403",31,83,291,20210322,206173,200325,"Jannik Sinner","Emil Ruusuvuori","Miami Masters",1
"2021-540",57,4,116,20210628,126207,126774,"Frances Tiafoe","Stefanos Tsitsipas","Wimbledon",1
"2020-0495",6,47,286,20200224,126774,122330,"Stefanos Tsitsipas","Alexander Bublik","Dubai",1
"2018-0360",38,71,295,20180409,104755,104468,"Richard Gasquet","Gilles Simon","Marrakech",1
"2022-560",91,36,194,20220829,104755,200175,"Richard Gasquet","Miomir Kecmanovic","Us Open",1
"2022-9158",76,97,275,20220131,106148,208029,"Roberto Carballes Baena","Holger Rune","Cordoba",1
"2019-M007",106,48,223,20190318,132283,105373,"Lorenzo Sonego","Martin Klizan","Miami Masters",1
"2019-6242",82,61,296,20190819,105449,105357,"Steve Johnson","John Millman","Winston-Salem",1
"2020-0414",14,30,299,20200921,126094,134770,"Andrey Rublev","Casper Ruud","Hamburg",1
"2020-9406",64,114,272,20201019,200221,106000,"Alejandro Davidovich Fokina","Damir Dzumhur","Cologne 2",1
"2019-0319",65,53,295,20190729,134770,104655,"Casper Ruud","Pablo Cuevas","Kitzbuhel",1
"2021-540",10,62,203,20210628,105138,136440,"Roberto Bautista Agut","Dominik Koepfer","Wimbledon",1
"2022-7694",158,179,291,20220516,131905,111581,"Manuel Guinard","Michael Mmoh","Lyon",1
"2018-M001",25,127,286,20180108,104180,105357,"Gilles Muller","John Millman","Sydney",1
"2018-540",73,284,101,20180702,105041,126127,"Lukas Lacko","Benjamin Bonzi","Wimbledon",1
"2021-0500",8,90,282,20210614,103819,125802,"Roger Federer","Ilya Ivashka","Halle",1
"2021-0495",87,55,239,20210315,200325,111442,"Emil Ruusuvuori","Jordan Thompson","Dubai",1
"2021-M-DC-2021-WG2-M-TUR-LAT-01",176,196,2,20210918,117356,105208,"Cem Ilkel","Ernests Gulbis","Davis Cup WG2 R1: TUR vs LAT",1
"2022-0422",11,47,276,20220815,111815,104918,"Cameron Norrie","Andy Murray","Cincinnati Masters",1
"2020-0891",90,115,278,20200203,106078,103893,"Egor Gerasimov","Paolo Lorenzi","Pune",1
"2020-0499",37,76,294,20200217,105683,105449,"Milos Raonic","Steve Johnson","Delray Beach",1
"2019-0568",59,80,278,20190916,105173,105882,"Adrian Mannarino","Stefano Travaglia","St. Petersburg",1
"2018-0352",8,23,297,20181029,106233,106058,"Dominic Thiem","Jack Sock","Paris Masters",1
"2018-M-DC-2018-WG-M-ITA-JPN-01",41,78,2,20180202,105216,104312,"Yuichi Sugita","Andreas Seppi","Davis Cup WG R1: ITA vs JPN",1
"2021-0499",74,62,295,20210104,111815,126207,"Cameron Norrie","Frances Tiafoe","Delray Beach",1
"2021-0416",21,39,252,20210510,200000,105936,"Felix Auger Aliassime","Filip Krajinovic","Rome Masters",1
"2021-540",21,106,159,20210628,105777,104269,"Grigor Dimitrov","Fernando Verdasco","Wimbledon",1
"2020-8888",1,72,274,20200106,104745,106415,"Rafael Nadal","Yoshihito Nishioka","Atp Cup",1
"2019-0341",98,109,290,20190916,106296,126156,"Gregoire Barrere","Antoine Hoang","Metz",1
"2018-540",28,198,143,20180702,105453,106328,"Kei Nishikori","Christian Harrison","Wimbledon",1
"2021-0414",114,90,271,20210712,126535,103852,"Carlos Taberner","Feliciano Lopez","Hamburg",1
"2018-0506",24,137,289,20180212,106043,105064,"Diego Schwartzman","Thomaz Bellucci","Buenos Aires",1
"2021-0403",58,70,232,20210322,126207,105882,"Frances Tiafoe","Stefano Travaglia","Miami Masters",1
"2021-9569",15,32,292,20210927,106043,144750,"Diego Schwartzman","Lloyd Harris","San Diego",1
"2020-7434",49,103,272,20201109,104755,106148,"Richard Gasquet","Roberto Carballes Baena","Sofia",1
"2018-7290",68,23,296,20180430,105311,106378,"Joao Sousa","Kyle Edmund","Estoril",1
"2018-540",28,184,185,20180702,105453,106071,"Kei Nishikori","Bernard Tomic","Wimbledon",1
"2019-M024",24,37,248,20190812,106043,111513,"Diego Schwartzman","Laslo Djere","Cincinnati Masters",1
"2022-0418",99,28,292,20220801,200670,208029,"J J Wolf","Holger Rune","Washington",1
"2018-M007",175,1,269,20180319,106423,103819,"Thanasi Kokkinakis","Roger Federer","Miami Masters",1
"2021-0404",22,52,256,20211004,105554,105453,"Daniel Evans","Kei Nishikori","Indian Wells Masters",1
"2021-580",27,200,111,20210208,105583,104660,"Dusan Lajovic","Sergiy Stakhovsky","Australian Open",1
"2022-0439",31,283,277,20220725,207518,105379,"Lorenzo Musetti","Aljaz Bedene","Umag",1
"2022-540",3,81,100,20220627,104925,126952,"Novak Djokovic","Soon Woo Kwon","Wimbledon",1
"2021-0422",51,29,251,20210816,126207,200005,"Frances Tiafoe","Ugo Humbert","Cincinnati Masters",1
"2019-0321",26,108,275,20190610,106298,103852,"Lucas Pouille","Feliciano Lopez","Stuttgart",1
